Sentence,Score
"4.1.7 To open centers and institutes for diagnostic, curative, therapeutic and research of medical
sciences as per Govt.",0.005938908580465709
"rule, 4.1.8 To provide free medicines to the poor.”
4.",0.004642603668014449
"The MoA of the appellant Society also stipulates that all the incomes and earnings of the society,
whether movable or immovable, shall solely be utilised to further the aims and objectives of the
appellant Society.",0.005863074826633745
"Furthermore, it is also stated that the members of the appellant society would not
be entitled to any profits by virtue of their membership.",0.007302643781605472
"The relevant portion of the MoA is extracted
hereinbelow:
“All the incomes, earnings, movable or immovable properties of the society shall be
solely utilized and applied towards the promotion of its aims and objectives only as
set forth in the memorandum of association and no profits thereof shall be paid or
transferred directly or indirectly by way of dividends, bonus, profits or in any manner
whatsoever to the present or past members or to any person claiming through any
one or more of the present or the past members, no member of the society shall have
any profits, whatsoever by virtue of his membership, the names, addresses,
occupations and signatures of the present members of the executive committee το
whom the management and affairs of the society are entrusted as required under
section 2 of the societies registration act, 1860 (punjab amendment act of 1957) as
extended and applicable to the national capital territory & all state of india.”
(Emphasis supplied)
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
3
 5..",0.011862688406616615
"A few other relevant clauses from the Articles of Association (hereinafter, the “AoA”) of the
appellant Society are reproduced hereinbelow:
“6.",0.007164613700418768
"DUTIES & OBLIGATIONS OF MEMBERS All and every member
6.1 Shall attend the Board of meetings regularly;
6.2 Shall give necessary information to the Society, pertaining to matters necessary to be known by
the Society;
6.3 Shall not indulge in activities, which may prove prejudicial to the Aims and Objects of the
Society and/or to the Rules and Regulations of the Society;
6.4 Shall maintain sanctity of the secrets and confidentiality of police matters of the Society and its
members;
-xxx-
11.2 POWERS & DUTIES OF THE EXECUTIVE COMMITTEE 11.2.1 All the properties, movable,
immovable, and other kind of assets shall stand vested in the Committee.",0.006415423529723685
"11.2.2 The business and the affairs of the Society shall be managed and administered by the
Committee.",0.004370936216043719
"11.2.3 Without prejudice to the generality of the foregoing provisions, the Committee shall have the
following powers.",0.0091839070218253
"11.2.3.1 To acquire by gift, purchase, exchange, lease or in any other manner land,
building, or other immovable, property together with all rights pertaining thereto.",0.007926605015863454
11.2.3.2 To manage the properties of the Society.,0.003835375107387097
"11.2.3.3 To accept the management of any trust, fund, or endowment or any other … in which the
Society is interested.",0.005896861216010152
"11.2.3.4 To raise funds for the Society by way of gifts, donations, grants-in-aid
or otherwise within India or outside, as provided in the bye-laws.",0.003571474942126328
"11.2.3.5 To raise loans, stand guarantee for loans and do all acts necessary to raising the loans to
further the objects of the Society.",0.009107277923013107
"11.2.3.6 To receive monies, securities, instruments, investments,
or any other assets for and on behalf of the Society.",0.015064974958214992
11.2.3.7 To enter into agreements contracts for and on behalf of the Society.,0.014093979270991033
"11.2.3.8 To manage, serve, transfer or otherwise dispose-off any property, movable or immovable of
the Society.",0.005123911534139395
"11.2.3.9 To prescribe the powers, duties and functions of the office-bearers.",0.0036427863970048898
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
4
 11.2.3.10 To exercise control over the President and the General secretary of the Society including
the powers of dismissal.",0.017524342524342526
11.2.3.11 To appoint the Secretary of the Society.,0.004133590860738293
11.2.3.12 To elect new members to the Committee when casual vacancies occur.,0.008986550718274802
11.2.3.13 To appoint the Secretary of the society.,0.0031036775164835087
"-xxx-
13.",0.006599509965409324
"SOURCES OF INCOME & UTILIAZATION OF FUNDS Funds will be raised by way of
grants-in-aid, donations, gifts, subscriptions fees, and income from investments, loans and other
means available to the Society under the Act.",0.0031697617605048116
"Funds will be used to carry out the Aims and
Objectives of the Society.”
6.",0.011243541393778068
"Dr. Shelly Batra (hereinafter, the “respondent no.",0.0081666248450951
1/original plaintiff no.,0.004429362334777174
"1”) is a medical health
professional and co-founder of the appellant Society.",0.0034517479495141763
"Vide communication dated 19.06.2020, Mr.
Sandeep Ahuja (hereinafter, the “respondent no.",0.00813550329774352
3/original defendant no.,0.007293372993639191
"2”) who is also the
co-founder and CEO of the appellant Society terminated the services/employment of the respondent
no.",0.011784468135732706
1.,0.00858834447841831
The communication alleged that the termination of the respondent no.,0.009041697206640954
"1 was on account of
various “omissions including misrepresentation” of her daughter’s previous employment,
fabrication of documents, misappropriation of the assets and funds of the NGO as well as gross
misbehaviour with the staff and the employees.",0.004911446489410107
"Subsequently, on 23.06.2020, the Board of the
appellant Society is said to have passed a resolution terminating the respondent no.",0.012530116991256076
"1 from the
post/office of President of the appellant Society.",0.007690832840504333
"Soon thereafter, on 27.06.2020, the Board of the
appellant Society is also said to have removed the respondent no.",0.015597717040014718
"1 from her capacity as a member of
their Board.",0.01030531954172834
7.,0.0035573004670685507
"Mrs. Usha Gupta, (hereinafter, the “Respondent No.",0.008383432156786927
2/original plaintiff no.,0.009277210000066378
"2”), who is the mother
of the respondent no.",0.004547689282202556
"1, is one of the current members of the Board of the appellant Society.",0.008308803990974833
Immediately after the removal of the respondent no.,0.005232694897920287
"1 as a Board member, both the respondent no.",0.003782156650106403
1 and respondent no.,0.005234385988651477
"2 (collectively also referred to as the “original plaintiffs”) instituted an Original
Suit bearing CS (OS) No.",0.01879591368227732
"153 of 2020 on 28.06.2020 under Section 92 of the CPC before a learned
Single Judge of the High Court for declaration, permanent & prohibitory injunction and, rendition
of accounts.",0.006341940685966016
"They alleged misconduct and breach of several of the society’s by-laws by the
respondent no.3 and one Ms. Suniti Ahuja (hereinafter, the “respondent no.",0.003919128552300132
"4/original defendant
no.",0.007339152973757413
3”).,0.004676159761341522
The original defendant nos.,0.006544329982242638
"4 to 8 respectively are current Board members and the original
defendant no.",0.006475004334506722
9 is a former Board member of the appellant Society.,0.011904049748086445
8.,0.007623241480547274
"To further elaborate in detail, the respondent nos.",0.00391971447755394
"1 and 2 respectively (original plaintiffs) alleged
the following in the suit instituted by them:
i.",0.010483329771719285
That the respondent nos.,0.004351621156291369
"3 and 4 respectively, were indulging in gross financial
impropriety, misconduct and siphoning off funds/donations which were received by
the appellant Society into various shell companies/entities controlled by them and
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
5
 their friends/relatives.",0.008012225483814594
"Such funds were utilised and misappropriated for personal
gains.",0.004554147412339159
"Furthermore, that the funds received by the society have been utilised for
activities outside India, which is impermissible, since the requisite permission was
not taken from the appropriate governmental authorities and yet, tax benefits were
illegally availed for the same.",0.004789221296130296
ii.,0.010439609208082115
"That there has been a severe mismanagement in the administration of the
appellant Society by the respondent nos.",0.0070117003551283495
3 and 4 respectively.,0.00950330450920319
"They have avoided
making accounting provisions for statutory disbursements in the form of provident
fund or gratuity to their employees and are also engaging in cross-
payment of salaries to employees through their sister concerns with a view to avoid
the grant of statutorily mandated employee benefits.",0.0061481133404367345
iii.,0.003034600878902778
That the respondent no.,0.02097193732962673
"3 has misrepresented information and thereby misled the
donors of the appellant Society with an intent to defraud them by claiming that the
appellant society had provided COVID-19 related services to more than 12,600
families and 10,000 migrants, however, the same remains entirely uncorroborated
and unsubstantiated.",0.014471717961684508
iv.,0.010098924227932522
That the respondent nos.,0.005443850445554898
"3 and 4 respectively, used force and coerced several
employees in order to illegally take away the property of the appellant Society.",0.0048444083131821
This includes pressurizing the original defendant no.,0.007229346226613411
"8 to hand over the ATM card,
passbook etc.",0.003730290472708523
"of the account in which his salary is remitted and utilising those funds
for personal needs.",0.013015744618355737
"Furthermore, it was alleged that they have also demanded
compulsory kickbacks from the employees engaged by the appellant Society by
threatening, coercing and blackmailing them with immediate termination of
employment, with a view to siphon employee payments.",0.011567420496020414
v. That respondent no.,0.01226413672284715
"3 has also regularly misbehaved by issuing threats of personal
injury and also indulged in discriminatory behaviour against the employees of the
appellant society on the basis of race, caste, religion and sex.",0.013436814770177831
vi.,0.005669799965576708
"That, around February 2020, the respondent no.",0.00650195295071061
"1 approached the respondent
nos.",0.0075178169990912135
"3 and 4 respectively to resolve the aforesaid issues, amongst others.",0.01707884665282823
"In
retaliation, she was harassed and threatened to exit from her position at the appellant
Society.",0.005680522068577878
9.,0.006752629410780262
"The reliefs prayed for in the aforesaid suit are reproduced hereinbelow:
“PRAYER
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
6
 35.",0.003332856114094872
"In light of the above facts and circumstances of the case, Plaintiffs most humbly
pray that this Hon’ble Court may grant the following reliefs in its favour:
(a) Pass a decree of declaration holding that all the decisions taken by the Board of
Defendant No.1 and/or any Board member or employee or personnel w.e.f.",0.00434993241806513
"01-06-2020 onwards are illegal, wrong and void, in the present facts and
circumstances, and therefore, set-aside; and/or
(b) Pass a decree of declaration holding that the termination of Dr.Shelly Batra
(Plaintiff No.",0.007801606605642681
"1) from the post/office of President vide Board Resolution dated
23-06-2020 and ouster from the Board of Defendant No.",0.00516550380050211
"I vide Board Resolution
dated 27-06-2020 is illegal, wrong and void in the present facts and circumstances,
and restoring her office/post in the affairs of Defendant No.",0.008572861642074535
"1;
and/or
c) Pass a decree for permanent & prohibitory injunction against the Defendant Nos.2 and 3 by
removing them from the Board of Defendant No.1 on account of the illegalities & breach of the bye-
laws of Defendant No.1, and restraining them from being involved in the activities/affairs of the
Board of Defendant No.1 either as member or employee or contractor or advisor or anyway
whatsoever;
(d) Pass a decree for rendition of accounts of profits/monies siphoned, misappropriated, illegally
earned by Defendant Nos.2- 3 for their personal use/benefit from the accounts/funds of Defendant
No.1, and further a decree for recovery of the amount be found to be due, siphoned,
misappropriated, etc.",0.004358623803248833
by the Defendant Nos.,0.00447202922659144
"2-3 along with interest @18% in favour of Defendant
No.",0.011553162745023462
1; and/or I Pass a decree or order regarding settling the scheme of the Defendant No.,0.0037431175382669855
"1 by
amending its bye-laws in such manner that no one family gets complete control of the affairs of
Defendant No.",0.011875763346022097
"1:
(f) Costs:
(g) Any other relief (s) which this Hon’ble Court deems, fit, just and proper may also
be awarded in favour of the Plaintiffs, in the interest of justice.”
10.",0.005463683076049102
"In pursuance of the aforesaid, the respondent nos.",0.003520636364722413
"1 and 2 respectively, filed an
application being I.A.",0.0070771854609566615
No.,0.009495472030290972
5009 of 2020 in CS (OS) No.,0.003560147724963076
"153 of 2020 seeking leave to
institute the civil suit against the appellant Society along with the respondent nos.",0.005711447173629089
"3 to 10 (collectively referred to as the “original defendants”) before the learned Single Judge of the
High Court.",0.005777969893505278
"In the said application, it was stated that the appellant Society is a public charitable
institution - an NGO engaged in the healthcare industry.",0.010872698785742265
"The main objectives of the society as
evidenced by its by-laws is public welfare and therefore, it would fall under the ambit of “public
charities” mentioned under Section 92 of the CPC.",0.008201509445880759
The respondent nos.,0.012026324623654312
"1 and 2 respectively
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
7
 (original plaintiffs) have been involved in the functioning of the appellant Society since its inception
and have a justified and bona fide interest in the society, Therefore, they are “interested persons” as
required by Section 92.",0.009893205651424104
"Furthermore, since numerous breaches have occurred in the conduct of
business/affairs of the appellant Society, the direction of the court would be of utmost necessity for
its administration.",0.00899887834376156
11.,0.00652366784133269
"After taking seisin of the matter, vide order dated 05.08.2020, the learned Single Judge of the
High Court appointed Justice (retd.)",0.014056475739264615
R.V.,0.004740773350044468
"Easwar as the Chairperson of the Board of the appellant
Society with the consent of both the parties.",0.014188976694078839
"Directions were issued to the Chairperson to submit a
report and conduct a financial audit in order to ascertain, amongst others, whether there has been a
defalcation or siphoning off of funds that the donors have contributed towards the appellant Society
and to make suggestions as to how the working of the society can be improved.",0.010552006461077745
"The Chairperson
submitted three reports dated 26.08.2020, 03.10.2020 and 09.12.2020 respectively.",0.006612856170378293
"On,
13.08.2021, an Interim Forensic Audit Report and on 20.09.2021, a Final Forensic Audit Report
respectively, are also said to have been submitted by the auditors appointed for the said purpose.",0.0093679980203597
12.,0.007891887389638513
"The learned Single Judge of the High Court vide the judgment and order dated 03.05.2024
granted leave to the respondent nos.",0.007539647352517153
"1 and 2 (original plaintiffs) for the purpose of instituting a suit
under Section 92 of the CPC.",0.004907802609872032
"While holding that all the elements and ingredients under Section 92
of the CPC stood fulfilled and granting leave, the learned Single Judge observed as follows:
i.",0.0038111026497252556
"First, whether it be the Interim Forensic Audit Report dated 13.08.2021 or the
various reports submitted under the Chairmanship of Justice (retd.)",0.0055642583521804834
R.V.,0.0028605100983193884
"Easwar,
there was no gainsaying that actions are required to be taken to remedy the state of
affairs of the appellant Society, particularly in relation to its financial affairs and
administrations, for which the directions of the court may be necessary.",0.00427174321184186
ii.,0.0158436518737816
"Secondly, heavy reliance was placed on the decision of this Court in Ashok Kumar
Gupta & Anr vs. Sitalaxmi Sahuwala Medical Trust & Ors.",0.015706718774300167
"reported in (2020) 4 SCC
321 to grant leave under Section 92 of the CPC since the enunciation of law in the
said decision is also said to have been made in a strikingly similar factual
background.",0.0052744005001067965
"It was reiterated that it is the dominant purpose of the suit, as
discernible strictly from the allegations made in the plaint that is required to be
assessed by the court while considering whether leave must be granted to institute
the suit or not.",0.007986536287828775
iii.,0.004576229066024984
"Thirdly, that the respondent no.",0.005200437753969803
1 (original plaintiff no.,0.008951983313710955
"1) being one of the co-
founders of the appellant Society and a long-time President of its Board, along with
the respondent no.",0.004340157584316754
2 (original plaintiff no.,0.004967597209496062
"2) who has been associated with the
appellant Society for an extended period of time while also continuing to be a
member of its Board, would constitute ‘persons having an interest in the trust’.",0.004369712544183902
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
8
 iv.",0.0036201721653703195
"Fourthly, while referring to Article 13 of the AoA as per which the society is
entitled to raise funds by way of gifts, donations, grants-in-aid or otherwise strictly
for the purpose of carrying out the aims and objectives of the society, it was opined
that the formal ‘entrustment’ of property or funds by a third-party to the appellant
Society would not be a necessary ingredient to hold that the society is a ‘constructive
trust’.",0.005058760082161601
"If that formality were a sine-qua-non, the very distinction between a ‘trust’ and
a ‘constructive trust’ would stand obliterated.",0.018270782889426955
"Since any grant-in-aid, donation or gift made by a third-party to the society would, by
its very nature, be intended to be used for the benefit of those in need of medical care
in furtherance of the objects of the society, it was held that this in-itself would be
sufficient to infer that all such grants-in-aid, donations gifts etc., made to the society
would become property ‘entrusted’ to it, by reason of which the society would acquire
the character of a ‘constructive trust’.",0.006881530151574571
"v. Fifthly, after perusing the aims and objects of the appellant Society as detailed in
the MoA it was declared that the appellant Society is evidently engaged in a ‘public
purpose of charitable nature’ since they principally provide health care services to the
underprivileged sections of the society, specifically with respect to the treatment,
education and prevention of tuberculosis.",0.008720271907165301
vi.,0.009370021903624053
"Lastly, that the claims made in the suit also co-relate and fall within the scope of
the reliefs contemplated under Section 92 of the CPC, more particularly sub-
sections (1)(d) and (1)(h) thereof.",0.004102136750095909
13.,0.007995529016515561
"The relevant observations made by the learned Single Judge are reproduced
hereinbelow:
“20.",0.00814492296420503
"Therefore, we must not lose sight of the fact, that for purposes of deciding
whether leave should be granted under section 92 CPC, it is only the allegations in
the plaint that should be looked into in the first instance; it being available to the
court to even dismiss the suit if after evidence is led it is found that the breach of the
trust alleged was not made-out.",0.010986553150705578
21.,0.008083083948793823
"To reiterate it is the dominant purpose of the suit, as discernible only from the
allegations in the plaint, that is required to be assessed by the court at the stage of
considering whether leave should be granted under section 92 CPC to institute a
suit.”
22.",0.011687774763144558
"In the present case, the following assertions are found in the plaint:
22.1.",0.012408436751635953
Plaintiff No.1 is one of the co-founders of defendant No.,0.007718068697220412
"1 society and has been a
long time President of its Board, Plaintiff No.2.",0.005089570276833105
"has been associated with defendant
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
9
 No.1 society for a long time and continues to be a member of the Board of the society,
even if she is plaintiff No.1's mother.",0.01062871267223519
"In fact these assertions appear to reflect the
admitted position.",0.00594596088115575
22.2.,0.012086416875395665
"Plaintiff No.1 has played a pivotal role in the functioning of the society ever
since it was established.",0.010822574830419575
"-xxx-
“22.4.",0.02503713606654783
"Furthermore, a perusal of the Articles of Association (‘AOA’) of defendant No.1 society
inter-alia shows that the management of the society is entrusted to an Executive Committee, which
is entitled to raise funds for the society by way of gifts, donations, grants-in-aid or otherwise, which
funds are to be used to carry-out the aims and objectives of the society.",0.005326740771733922
"Attention in this behalf may
be drawn to Article 13 of the AoA of the society, which reads as follows […] In the opinion of this
court, the formal ‘entrustment’ of property or funds by a third-party to defendant No.1 society is not
a necessary ingredient to hold that the society is a constructive trust’.",0.004127424559017711
"If that formality were a
sine-qua-non, the very distinction between a ‘trust’ and a ‘constructive trust’ would get obliterated.",0.004603378101413371
"This court is of the view, that any grant-in-aid, donation or gift made by a third-party to the society
is, by its very nature, meant and intended to be used for the benefit of those in need of medical care
in furtherance of the objects and purpose of the society.",0.005235976309862752
"This, in itself, is sufficient to infer that all
such grants-in-aid, donations, gifts etc.",0.0037169361347128647
"made to the society are property entrusted to it, by reason of
which the society acquires the character of a 'constructive trust'.” 22.5.",0.005880619597746309
"Also, defendant No.1 is
evidently engaged in a public purpose of charitable nature, since it provides medical-aid and relief to
patients of tuberculosis who otherwise cannot afford treatment, thereby fulfilling the other criterion
of section 92 CPC.",0.0049303317419706685
22.6.,0.017423269304419217
"In this manner, defendant No.1 society fulfils all conditions necessary to
invoke section 92 CPC, as enunciated by the Supreme Court in Ashok Kumar Gupta (supra) and the
elements required to qualify as a 'constructive trust' as laid down by a Co-ordinate Bench of this
court in The Young Mens Christian Association of Ernakulam (supra) cited above.",0.013427785224464202
23.,0.0035792509025866755
"In addition, the IFAR as well as the multiple audit reports submitted in relation to the
administration and financial affairs of the society, including under the chairmanship of Justice
Easwar, clearly disclose that the manner in which the affairs of the society are being run, requires
closer consideration and scrutiny.",0.005104552179020265
24.,0.008573284980356604
"Furthermore, the claims made in the suit also co-relate and fall within the scope of the reliefs
contemplated in section 92 CPC, especially section 92(d) and (h) thereof;
25.",0.005579311329641656
"In the above view of the matter, this court is persuaded to hold that all elements and ingredients
of section 92 CPC are satisfied; and that therefore, the plaintiffs are entitled to grant of leave to
institute the present suit under section 92, CPC.",0.015003301344027683
26.,0.005607867713903467
"To obviate any ambiguity, it may be clarified that the grant of leave to the plaintiffs to institute
the suit would not prevent the court from dismissing die suit subsequently, if the allegations
contained in the plaint are found not to be substantiated.",0.004790896501203297
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
10
 27.",0.006561892375688607
The application is accordingly allowed.” (Emphasis supplied) B.,0.005489187428654391
"THE IMPUGNED JUDGMENT
14.",0.027187585219525495
"Aggrieved by the aforesaid judgment and order of the learned Single Judge dated 03.05.2024,
the appellant Society preferred an appeal being FAO (OS) No.",0.006441151295517288
"114 of 2024 before the Division Bench
of the High Court.",0.0060463022750747684
"The Division Bench while dismissing the appeal, observed as follows:
i.",0.0033634855848868614
"First, reliance was, again, placed on the decision of this Court in Ashok Kumar
Gupta (supra) in order to delineate the conditions that are required to be satisfied
under Section 92 of the CPC.",0.00663881809586383
ii.,0.004646446142198987
"Secondly, the Division Bench echoed the observations made by the Single Judge in
as much as observing that the appellant Society is admittedly of a charitable nature as
evident from its MoA.",0.008584716067425597
iii.,0.004293383042825919
"Thirdly, reliance was placed on the relevant provisions of the MoA which
stipulated that all the incomes, earnings, movable or immovable properties of the
society shall be solely applied towards furthering the objectives of the society and no
profits shall be paid, either directly or indirectly, to the members of the Board or any
person claiming through or under them.",0.003295929631761987
"Furthermore, while referring to Article 11.2.1
of the AoA which specifically stated that all the properties, movable, immovable and
other kinds of assets shall stand vested in the Executive Committee of the appellant
Society, the Division Bench expressed its agreement with the views of the Single
Judge that all donations, gifts etc.",0.0038354703874787072
"made to the appellant Society are property
‘entrusted’ to it, due to which the society would acquire the character of a
‘constructive trust’.",0.0039587867323328295
iv.,0.0030501423792350813
"Fourthly, referring to the decision of this Court in Shiromani Gurudwara
Prabandhak Committee vs. Som Nath Dass reported in 2000 (4) SCC 146, it opined
that the donations, gifts, etc., being received by the appellant Society and being
vested in the Committee from various institutions would constitute an ‘endowment’
for public purpose.",0.00847371921452471
"v. Lastly, although the Bench acknowledged the contention of the counsel for the
appellant Society that prayer (b) of the plaint agitates a personal/private grievance,
yet it took the view that the reliefs sought in prayers (d) and (e) of the plaint fall
within those reliefs contemplated under sub-section (1) of Section 92 of the CPC.",0.020867535601991557
"The
relevant observations of the Division Bench are reproduced hereinbelow:
“12.",0.011050371290216885
"Admittedly, the Appellant-society is of a charitable nature as it has been formed
primarily for serving the under-privileged sections of the society, in particular,
patients suffering from tuberculosis.",0.01940460882777201
"[…]
13.",0.004957699482955237
"The Memorandum of Association further stipulates that all the incomes, earnings,
movable or immovable properties of the society shall be solely utilized and applied
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
11
 towards the promotion of its aims and objectives only as set forth in the
Memorandum of Association and no profits thereof shall be paid or transferred
directly or indirectly by way of dividends, bonus or profits in any manner whatsoever
to the present or past members or to any person claiming through any one or more of
the present or the past members.",0.008164154807283806
"The Memorandum of Association also states that no
member of the society shall have any profits, whatsoever by virtue of his
membership, the names, addresses, occupations and signatures of the present
members of the Executive Committee to whom the management and affairs of the
society are entrusted, as required under Section 2 of the Societies Registration Act,
1860 (Punjab Amendment Act of 1957).",0.009900304272409162
14.,0.008162898792007323
"Article 11.2.1 of the Articles of Association specifically stipulates that all the
properties, movable, immovable and other kinds of assets shall stand vested in the
Committee.",0.012873274231979027
15.,0.004484784332067913
"Keeping in view the aforesaid as well as the fact that the Appellant has been set-up
with the primary objective of providing medical relief to patients, who otherwise
cannot afford such treatment, this Court is in agreement with the view of the learned
Single Judge that all the donations, gifts etc.",0.014647136959046842
"made to the Appellant-society are
property entrusted to it, by reason of which the society acquires the character of a
‘constructive trust’.",0.0061693524548647434
16.,0.006664025021231811
"In the above context, it would also be necessary to refer to the judgment of
Supreme Court in Shiromani Gurudwara Prabandhak Committee vs. Som Nath Dass
2000 (4) SCC 146, wherein it has been held that an “endowment” is, when the donor
parts with his property for it to be used for a public purpose and its entrustment is to
a person or group of persons for carrying out the objective of such entrustment.",0.0036118982769632853
"It
was held that once an endowment is made, it is final and irrevocable and it is onerous
duty of the persons entrusted with such endowment to carry out the objectives of this
entrustment.",0.004426109430957459
